Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,Team,Year
37,2023-05-10,boxscore,SDP,@,MIN,L,3,4,11,19-18,3,3.5,Jax,Tapia,,2:51,N,18467,1.04,-,,SDP,2023
38,2023-05-11,boxscore,SDP,@,MIN,L,3,5,,19-19,3,4.0,PagÃ¡n,Honeywell,LÃ³pez,2:34,D,23365,1.03,--,,SDP,2023
39,2023-05-12,boxscore,SDP,@,LAD,L,2,4,,19-20,3,5.0,Ferguson,Hill,Phillips,2:27,N,49399,1.11,---,,SDP,2023
40,2023-05-13,boxscore,SDP,@,LAD,L,2,4,,19-21,3,6.0,UrÃ­as,Musgrove,Ferguson,2:26,D,51334,1.04,----,,SDP,2023
41,2023-05-14,boxscore,SDP,@,LAD,L,0,4,,19-22,3,7.0,Gonsolin,Weathers,,2:14,D,46201,1.00,-----,,SDP,2023
42,2023-05-15,boxscore,SDP,,KCR,W,4,0,,20-22,3,7.0,Wacha,Keller,,2:36,N,43828,.77,+,,SDP,2023
43,2023-05-16,boxscore,SDP,,KCR,L,4,5,,20-23,3,7.0,Singer,Lugo,Barlow,2:30,N,36060,.81,-,,SDP,2023
44,2023-05-17,boxscore,SDP,,KCR,L,3,4,,20-24,4,8.0,Taylor,Darvish,Barlow,3:05,D,32416,.79,--,,SDP,2023
45,2023-05-19,boxscore,SDP,,BOS,L,1,6,,20-25,4,8.5,Paxton,Snell,Winckowski,2:25,N,41530,.68,---,,SDP,2023
46,2023-05-20,boxscore,SDP,,BOS,L,2,4,,20-26,4,8.5,Sale,Musgrove,Jansen,2:51,N,40215,.63,----,,SDP,2023
47,2023-05-21,boxscore,SDP,,BOS,W,7,0,,21-26,4,7.5,Wacha,Kluber,,2:38,D,42825,.60,+,,SDP,2023
48,2023-05-23,boxscore,SDP,@,WSN,W,7,4,,22-26,4,8.0,Darvish,RamÃ­rez,Hader,3:05,N,21438,.66,++,,SDP,2023
49,2023-05-24,boxscore,SDP,@,WSN,L,3,5,,22-27,4,8.0,Williams,Weathers,Finnegan,2:25,N,20388,.71,-,,SDP,2023
50,2023-05-25,boxscore,SDP,@,WSN,W,8,6,,23-27,4,7.5,Carlton,Harvey,Hader,3:19,D,17524,.67,+,,SDP,2023
51,2023-05-26,boxscore,SDP,@,NYY,W,5,1,,24-27,4,6.5,Musgrove,VÃ¡squez,,2:46,N,46724,.74,++,,SDP,2023
52,2023-05-27,boxscore,SDP,@,NYY,L,2,3,10,24-28,4,7.5,Holmes,Martinez,,2:32,D,46963,.76,-,,SDP,2023
53,2023-05-28,boxscore,SDP,@,NYY,L,7,10,,24-29,4,7.5,Cole,Darvish,,2:42,D,47295,.71,--,,SDP,2023
54,2023-05-30,boxscore,SDP,@,MIA,W,9,4,,25-29,4,8.0,Martinez,Floro,,3:21,N,11930,.70,+,,SDP,2023
55,2023-05-31,boxscore,SDP,@,MIA,L,1,2,,25-30,4,8.0,Okert,Hader,,2:24,N,11773,.78,-,,SDP,2023
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,SDP,2023
56,2023-06-01,boxscore,SDP,@,MIA,W,10,1,,26-30,4,7.5,Musgrove,Luzardo,,2:27,D,8405,.70,+,,SDP,2023
57,2023-06-02,boxscore,SDP,,CHC,L,1,2,,26-31,4,8.5,Taillon,Wacha,Leiter,2:44,N,43593,.73,-,,SDP,2023
58,2023-06-03,boxscore,SDP,,CHC,W,6,0,,27-31,4,7.5,Darvish,Smyly,,2:32,N,42655,.65,+,,SDP,2023
59,2023-06-04,boxscore,SDP,,CHC,L,1,7,,27-32,4,7.5,Stroman,Weathers,,2:30,D,44811,.74,-,,SDP,2023
60,2023-06-05,boxscore,SDP,,CHC,W,5,0,,28-32,4,7.0,Snell,Hendricks,,2:29,N,43629,.68,+,,SDP,2023
61,2023-06-06,boxscore,SDP,,SEA,L,1,4,,28-33,4,8.0,Gilbert,Honeywell,Sewald,2:38,N,40395,.70,-,,SDP,2023
62,2023-06-07,boxscore,SDP,,SEA,W,10,3,,29-33,4,8.0,Wacha,Kirby,,2:46,D,35490,.65,+,,SDP,2023
63,2023-06-09,boxscore,SDP,@,COL,W,9,6,,30-33,4,8.0,Darvish,Gomber,Hader,2:50,N,32551,.71,++,,SDP,2023
64,2023-06-10,boxscore,SDP,@,COL,W,3,2,,31-33,4,8.0,Carlton,Bird,Hader,2:53,D,37234,.78,+++,,SDP,2023
65,2023-06-11,boxscore,SDP,@,COL,L,4,5,,31-34,4,9.0,Lawrence,Honeywell,,2:38,D,34724,.78,-,,SDP,2023
66,2023-06-13,boxscore,SDP,,CLE,W,6,3,,32-34,4,8.5,Musgrove,Bibee,Hader,2:18,N,40197,.74,+,,SDP,2023
67,2023-06-14,boxscore,SDP,,CLE,W,5,0,,33-34,4,7.5,Wacha,Civale,,2:36,N,43660,.78,++,,SDP,2023
68,2023-06-15,boxscore,SDP,,CLE,L,6,8,,33-35,4,7.5,Stephan,Weathers,Clase,3:09,N,41864,.80,-,,SDP,2023
69,2023-06-16,boxscore,SDP,,TBR,L,2,6,,33-36,4,8.5,McClanahan,Darvish,Fairbanks,2:46,N,42367,.78,--,,SDP,2023
70,2023-06-17,boxscore,SDP,,TBR,W,2,0,,34-36,4,8.5,Snell,Eflin,Hader,2:24,D,43180,.67,+,,SDP,2023
71,2023-06-18,boxscore,SDP,,TBR,W,5,4,,35-36,4,7.5,Musgrove,Chirinos,Hader,3:00,D,44404,.71,++,,SDP,2023
72,2023-06-19,boxscore,SDP,@,SFG,L,4,7,10,35-37,4,8.5,Doval,Kerr,,3:04,N,35376,.87,-,,SDP,2023
73,2023-06-20,boxscore,SDP,@,SFG,L,3,4,,35-38,4,8.5,Rogers,Martinez,,2:40,N,32060,.78,--,,SDP,2023
74,2023-06-21,boxscore,SDP,@,SFG,L,2,4,,35-39,4,9.5,Hjelle,Darvish,Doval,2:48,N,33332,.68,---,,SDP,2023
75,2023-06-22,boxscore,SDP,@,SFG,W,10,0,,36-39,4,9.5,Snell,Wood,,2:19,D,38638,.62,+,,SDP,2023
76,2023-06-23,boxscore,SDP,,WSN,W,13,3,,37-39,4,8.5,Musgrove,Corbin,,2:29,N,42510,.60,++,,SDP,2023
77,2023-06-24,boxscore,SDP,,WSN,L,0,2,,37-40,4,8.5,Gray,Waldron,Harvey,2:45,N,43364,.64,-,,SDP,2023
78,2023-06-25,boxscore,SDP,,WSN,L,3,8,,37-41,4,9.5,Gore,Lugo,,3:09,D,41503,.58,--,,SDP,2023
79,2023-06-27,boxscore,SDP,@,PIT,L,4,9,,37-42,4,10.5,Hill,Knehr,Contreras,2:42,N,16539,.51,---,,SDP,2023
80,2023-06-28,boxscore,SDP,@,PIT,L,1,7,,37-43,4,10.5,Keller,Snell,,2:52,N,14604,.44,----,,SDP,2023
81,2023-06-29,boxscore,SDP,@,PIT,L,4,5,,37-44,4,10.5,Moreta,Hill,Bednar,2:29,D,16871,.40,-----,,SDP,2023
82,2023-06-30,boxscore,SDP,@,CIN,L,5,7,11,37-45,4,11.5,Duarte,Carlton,,3:21,N,31772,.34,------,,SDP,2023
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,SDP,2023
83,2023-07-01,boxscore,SDP,@,CIN,W,12,5,,38-45,4,11.5,Wacha,Williamson,,2:58,D,30895,.27,+,,SDP,2023
84,2023-07-02,boxscore,SDP,@,CIN,L,3,4,,38-46,4,11.5,Sims,Cosgrove,DÃ­az,2:27,D,37714,.33,-,,SDP,2023
85,2023-07-03,boxscore,SDP,,LAA,W,10,3,,39-46,4,11.0,Snell,Barria,,3:15,N,45101,.28,+,,SDP,2023
86,2023-07-04,boxscore,SDP,,LAA,W,8,5,,40-46,4,10.0,Musgrove,Ohtani,Hader,3:02,D,44725,.31,++,,SDP,2023
87,2023-07-05,boxscore,SDP,,LAA,W,5,3,,41-46,4,9.0,Martinez,Webb,Hader,2:32,N,43401,.38,+++,,SDP,2023
88,2023-07-07,boxscore,SDP,,NYM,L,5,7,10,41-47,4,9.5,Smith,Cosgrove,,3:27,N,42712,.40,-,,SDP,2023
89,2023-07-08,boxscore,SDP,,NYM,W,3,1,,42-47,4,9.5,Snell,Peterson,Hader,2:28,N,42647,.34,+,,SDP,2023
90,2023-07-09,boxscore,SDP,,NYM,W,6,2,,43-47,4,8.5,Musgrove,Scherzer,,2:42,D,42745,.36,++,,SDP,2023
91,2023-07-14,boxscore,SDP,@,PHI,W,8,3,,44-47,4,8.5,Darvish,SÃ¡nchez,Hader,2:56,N,44028,.46,+++,,SDP,2023
92,,boxscore,SDP,@,PHI,L,4,6,,44-48,4,10.0,Strahm,Hill,Kimbrel,3:02,D,43712,.55,-,,SDP,2023
93,,boxscore,SDP,@,PHI,L,4,9,,44-49,4,10.0,Walker,Weathers,,3:10,N,33132,.45,--,,SDP,2023
94,2023-07-16,boxscore,SDP,@,PHI,L,6,7,12,44-50,4,10.0,Hoffman,Hill,,3:30,D,37204,.37,---,,SDP,2023
95,2023-07-18,boxscore,SDP,@,TOR,W,9,1,,45-50,4,10.5,Musgrove,Manoah,,3:02,N,42680,.28,+,,SDP,2023
96,2023-07-19,boxscore,SDP,@,TOR,W,2,0,,46-50,4,9.5,Darvish,BerrÃ­os,Hader,2:47,N,42948,.30,++,,SDP,2023
97,2023-07-20,boxscore,SDP,@,TOR,L,0,4,,46-51,4,10.0,Bassitt,Snell,,2:53,D,43196,.39,-,,SDP,2023
98,2023-07-21,boxscore,SDP,@,DET,W,5,4,,47-51,4,10.0,Lugo,Olson,Hader,2:33,N,28834,.37,+,,SDP,2023
99,2023-07-22,boxscore,SDP,@,DET,W,14,3,,48-51,4,10.0,Wolf,Englert,,2:47,N,31974,.44,++,,SDP,2023
100,2023-07-23,boxscore,SDP,@,DET,L,1,3,,48-52,4,10.0,Faedo,Musgrove,Lange,2:26,D,24523,.49,-,,SDP,2023
101,2023-07-24,boxscore,SDP,,PIT,L,4,8,,48-53,4,10.0,Priester,Darvish,,2:53,N,43419,.46,--,,SDP,2023
102,2023-07-25,boxscore,SDP,,PIT,W,5,1,,49-53,4,10.0,Snell,Hill,,2:48,N,43448,.42,+,,SDP,2023
103,2023-07-26,boxscore,SDP,,PIT,L,2,3,,49-54,4,10.0,Oviedo,Lugo,Bednar,2:22,D,41394,.45,-,,SDP,2023
104,2023-07-28,boxscore,SDP,,TEX,W,7,1,,50-54,4,9.0,Musgrove,Dunning,,2:38,N,44241,.35,+,,SDP,2023
105,2023-07-29,boxscore,SDP,,TEX,W,4,0,,51-54,4,9.0,Darvish,PÃ©rez,,2:35,N,42677,.42,++,,SDP,2023
106,2023-07-30,boxscore,SDP,,TEX,W,5,3,,52-54,4,8.0,Snell,Leclerc,Hader,3:08,D,42943,.48,+++,,SDP,2023
107,2023-07-31,boxscore,SDP,@,COL,L,3,4,10,52-55,4,8.5,Hand,Martinez,,2:51,N,25582,.54,-,,SDP,2023
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,SDP,2023
108,2023-08-01,boxscore,SDP,@,COL,W,8,5,,53-55,4,8.5,Suarez,Lambert,Hader,3:01,N,27417,.51,+,,SDP,2023
109,2023-08-02,boxscore,SDP,@,COL,W,11,1,,54-55,4,8.5,Kerr,Freeland,,2:56,D,28437,.55,++,,SDP,2023
110,2023-08-04,boxscore,SDP,,LAD,L,5,10,,54-56,4,10.0,Brasier,Suarez,Phillips,3:14,N,42930,.70,-,,SDP,2023
111,2023-08-05,boxscore,SDP,,LAD,W,8,3,,55-56,4,9.0,Martinez,Almonte,,2:56,N,42567,.65,+,,SDP,2023
112,2023-08-06,boxscore,SDP,,LAD,L,2,8,,55-57,4,10.0,Lynn,Hill,,2:55,D,43306,.75,-,,SDP,2023
113,2023-08-07,boxscore,SDP,,LAD,L,7,13,,55-58,4,11.0,Gonsolin,Lugo,,2:46,D,44455,.63,--,,SDP,2023
114,2023-08-08,boxscore,SDP,@,SEA,L,0,2,,55-59,4,12.0,Gilbert,Barlow,MuÃ±oz,2:25,N,40231,.52,---,,SDP,2023
115,2023-08-09,boxscore,SDP,@,SEA,L,1,6,,55-60,4,13.0,Brash,Wilson,,2:53,N,39546,.47,----,,SDP,2023
116,2023-08-11,boxscore,SDP,@,ARI,W,10,5,,56-60,4,13.5,Snell,Nelson,,3:06,N,26210,.44,+,,SDP,2023
117,2023-08-12,boxscore,SDP,@,ARI,L,0,3,,56-61,4,14.5,Gallen,Hill,Sewald,2:23,N,41351,.50,-,,SDP,2023
118,2023-08-13,boxscore,SDP,@,ARI,L,4,5,,56-62,4,15.5,Nelson,Suarez,Sewald,2:48,D,29277,.41,--,,SDP,2023
119,2023-08-14,boxscore,SDP,,BAL,L,1,4,,56-63,4,16.0,Rodriguez,Darvish,Bautista,2:16,N,38176,.29,---,,SDP,2023
120,2023-08-15,boxscore,SDP,,BAL,W,10,3,,57-63,4,16.0,Wacha,Flaherty,,2:55,N,35604,.23,+,,SDP,2023
121,2023-08-16,boxscore,SDP,,BAL,W,5,2,,58-63,4,16.0,Snell,Kremer,Hader,2:30,N,42318,.31,++,,SDP,2023
122,2023-08-17,boxscore,SDP,,ARI,L,1,3,,58-64,4,17.0,Gallen,Hill,Martinez,2:21,N,38020,.38,-,,SDP,2023
123,2023-08-18,boxscore,SDP,,ARI,W,4,0,,59-64,4,16.0,Suarez,Castro,,2:29,N,40945,.30,+,,SDP,2023
124,,boxscore,SDP,,ARI,L,4,6,,59-65,4,18.0,Kelly,Waldron,Sewald,3:22,D,34220,.35,-,,SDP,2023
125,,boxscore,SDP,,ARI,L,1,8,,59-66,4,18.0,Jarvis,Darvish,,3:07,N,41074,.28,--,2023-08-20 (Hurricane Hilary),SDP,2023
126,2023-08-21,boxscore,SDP,,MIA,W,6,2,,60-66,4,17.5,Wacha,Weathers,,2:33,N,32192,.20,+,,SDP,2023
127,2023-08-22,boxscore,SDP,,MIA,L,0,3,,60-67,4,17.5,Luzardo,Snell,Robertson,2:31,N,43430,.22,-,,SDP,2023
128,2023-08-23,boxscore,SDP,,MIA,W,4,0,,61-67,4,17.5,Lugo,AlcÃ¡ntara,,2:23,D,33640,.14,+,,SDP,2023
129,2023-08-25,boxscore,SDP,@,MIL,L,3,7,,61-68,4,19.0,Woodruff,Darvish,,2:45,N,33089,.16,-,,SDP,2023
130,2023-08-26,boxscore,SDP,@,MIL,L,4,5,,61-69,4,19.0,Peralta,Avila,Williams,2:31,N,39945,.11,--,,SDP,2023
131,2023-08-27,boxscore,SDP,@,MIL,L,6,10,,61-70,4,20.0,Wilson,Wilson,,3:07,D,36528,.08,---,,SDP,2023
132,2023-08-28,boxscore,SDP,@,STL,W,4,1,,62-70,4,20.0,Snell,Wainwright,Hader,2:45,N,35917,.04,+,,SDP,2023
133,2023-08-29,boxscore,SDP,@,STL,L,5,6,10,62-71,4,21.0,Romero,Hader,,2:51,N,36851,.07,-,,SDP,2023
134,2023-08-30,boxscore,SDP,@,STL,L,4,5,,62-72,4,22.0,Pallante,Hader,,2:38,D,32583,.04,--,,SDP,2023
135,2023-08-31,boxscore,SDP,,SFG,L,2,7,,62-73,4,22.0,Manaea,Avila,,2:51,N,36639,.03,---,,SDP,2023
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,SDP,2023
136,2023-09-01,boxscore,SDP,,SFG,W,7,3,,63-73,4,21.0,Wacha,Beck,,2:50,N,40326,.02,+,,SDP,2023
137,2023-09-02,boxscore,SDP,,SFG,W,6,1,,64-73,4,20.0,Snell,Harrison,,2:27,N,41983,.02,++,,SDP,2023
138,2023-09-03,boxscore,SDP,,SFG,W,4,0,,65-73,4,20.0,Lugo,Cobb,,2:34,D,41050,.03,+++,,SDP,2023
139,2023-09-04,boxscore,SDP,,PHI,L,7,9,,65-74,4,20.5,Walker,Hill,Alvarado,3:31,D,39719,.04,-,,SDP,2023
140,2023-09-05,boxscore,SDP,,PHI,W,8,0,,66-74,4,19.5,Avila,Lorenzen,,2:14,N,42970,.02,+,,SDP,2023
141,2023-09-06,boxscore,SDP,,PHI,L,1,5,,66-75,4,19.5,Wheeler,Wacha,,3:00,D,34317,.02,-,,SDP,2023
142,2023-09-08,boxscore,SDP,@,HOU,W,11,2,,67-75,4,20.0,Snell,Brown,,3:00,N,39516,.01,+,,SDP,2023
143,2023-09-09,boxscore,SDP,@,HOU,L,5,7,,67-76,4,20.0,Maton,Lugo,Pressly,3:03,N,39452,.01,-,,SDP,2023
144,2023-09-10,boxscore,SDP,@,HOU,L,2,12,,67-77,4,21.0,France,Waldron,,2:49,D,41073,.01,--,,SDP,2023
145,2023-09-11,boxscore,SDP,@,LAD,W,11,8,,68-77,4,20.0,Suarez,Phillips,,3:07,N,40072,.00,+,,SDP,2023
146,2023-09-12,boxscore,SDP,@,LAD,L,2,11,,68-78,4,21.0,Lynn,Wacha,,2:36,N,42194,.00,-,,SDP,2023
147,2023-09-13,boxscore,SDP,@,LAD,W,6,1,,69-78,4,20.0,Snell,Pepiot,,2:27,N,41810,.00,+,,SDP,2023
148,2023-09-15,boxscore,SDP,@,OAK,W,8,3,,70-78,4,20.0,Lugo,Newcomb,,2:51,N,17828,.00,++,,SDP,2023
149,2023-09-16,boxscore,SDP,@,OAK,W,5,2,,71-78,4,20.0,Waldron,Miller,Hader,3:15,D,14876,.00,+++,,SDP,2023
150,2023-09-17,boxscore,SDP,@,OAK,W,10,1,,72-78,4,20.0,Avila,Waldichuk,,2:50,D,8680,.01,++++,,SDP,2023
151,2023-09-18,boxscore,SDP,,COL,W,11,9,,73-78,4,20.0,Wacha,Blach,Hader,3:13,N,42062,.01,+++++,,SDP,2023
152,2023-09-19,boxscore,SDP,,COL,W,2,0,,74-78,4,20.0,Hader,Kinley,,2:43,N,39809,.01,++++++,,SDP,2023
153,2023-09-20,boxscore,SDP,,COL,W,3,2,,75-78,4,19.0,GarcÃ­a,Anderson,Hader,2:26,D,35479,.02,+++++++,,SDP,2023
154,2023-09-22,boxscore,SDP,,STL,W,4,2,,76-78,4,18.5,Suarez,Liberatore,,2:41,N,42983,.06,++++++++,,SDP,2023
155,2023-09-23,boxscore,SDP,,STL,L,2,5,11,76-79,4,19.5,Lawrence,Barlow,,3:43,N,42525,.11,-,,SDP,2023
156,2023-09-24,boxscore,SDP,,STL,W,12,2,,77-79,3,19.5,Wacha,Rom,,2:38,D,42505,.02,+,,SDP,2023
157,2023-09-25,boxscore,SDP,@,SFG,L,1,2,,77-80,4,20.0,Webb,Suarez,,2:23,N,28557,.01,-,,SDP,2023
158,2023-09-26,boxscore,SDP,@,SFG,W,4,0,,78-80,3,19.5,Lugo,Brebbia,Hader,2:19,N,28183,.00,+,,SDP,2023
159,2023-09-27,boxscore,SDP,@,SFG,W,5,2,10,79-80,3,19.5,Hader,Brebbia,Cosgrove,2:52,N,32151,.00,++,,SDP,2023
160,2023-09-29,boxscore,SDP,@,CHW,W,3,2,,80-80,3,19.0,Martinez,Cease,Hader,3:04,N,20491,.02,+++,,SDP,2023
161,2023-09-30,boxscore,SDP,@,CHW,W,6,1,,81-80,3,18.0,Wacha,Clevinger,,2:26,N,30118,.00,++++,,SDP,2023
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,SDP,2023
162,2023-10-01,boxscore,SDP,@,CHW,W,2,1,11,82-80,3,18.0,Hill,Cronin,,3:07,D,20588,.00,+++++,,SDP,2023
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,SDP,2023
1,2024-03-20,boxscore,SDP,,LAD,L,2,5,,0-2,5,2.0,Hudson,Brito,Phillips,3:05,N,15952,1.01,-,,SDP,2024
2,2024-03-21,boxscore,SDP,@,LAD,W,15,11,,1-3,5,1.0,King,Yamamoto,Suarez,3:42,N,15928,.94,+,,SDP,2024
3,2024-03-28,boxscore,SDP,,SFG,W,6,4,,2-4,4,2.0,Matsui,Jackson,Suarez,2:34,D,44953,.98,++,,SDP,2024
4,2024-03-29,boxscore,SDP,,SFG,L,3,8,,2-6,5,4.0,Harrison,Musgrove,,2:25,N,45427,1.00,-,,SDP,2024
5,2024-03-30,boxscore,SDP,,SFG,L,6,9,,3-7,5,4.0,Hicks,Cease,,3:04,D,37104,1.03,--,,SDP,2024
6,2024-03-31,boxscore,SDP,,SFG,W,13,4,,4-8,5,5.0,Avila,Jefferies,,2:43,D,34499,.96,+,,SDP,2024
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,SDP,2024
7,2024-04-01,boxscore,SDP,,STL,L,2,6,,5-9,4,5.0,Gibson,Waldron,,2:45,N,37566,.94,-,,SDP,2024
8,2024-04-02,boxscore,SDP,,STL,L,2,5,,6-10,4,6.0,Mikolas,Darvish,Helsley,2:23,N,43076,.89,--,,SDP,2024
9,2024-04-03,boxscore,SDP,,STL,W,3,2,,8-10,3,6.0,Musgrove,Thompson,Suarez,2:47,D,38835,.83,+,,SDP,2024
10,2024-04-05,boxscore,SDP,@,SFG,L,2,3,,8-12,3,6.0,Doval,De Los Santos,,2:25,D,40645,.96,-,,SDP,2024
11,2024-04-06,boxscore,SDP,@,SFG,W,4,0,,5-6,3,6.0,King,Winn,,2:10,N,40114,.91,+,,SDP,2024
12,2024-04-07,boxscore,SDP,@,SFG,L,2,3,,5-7,3,6.0,Walker,Brito,Doval,2:16,D,40149,.98,-,,SDP,2024
13,2024-04-08,boxscore,SDP,,CHC,W,9,8,,6-7,2,6.0,Peralta,Alzolay,Suarez,2:56,N,33864,.89,+,,SDP,2024
14,2024-04-09,boxscore,SDP,,CHC,L,1,5,,6-8,2,6.0,Smyly,Musgrove,,2:51,N,35171,.92,-,,SDP,2024
15,2024-04-10,boxscore,SDP,,CHC,W,10,2,,7-8,2,6.0,Cease,Hendricks,,2:30,D,39048,.86,+,,SDP,2024
16,2024-04-12,boxscore,SDP,@,LAD,W,8,7,11,8-8,2,6.0,Suarez,Vesia,,3:14,N,49606,1.03,++,,SDP,2024
17,2024-04-13,boxscore,SDP,@,LAD,L,2,5,,8-9,2,6.0,Stone,Cosgrove,Phillips,2:36,N,44582,1.07,-,,SDP,2024
18,2024-04-14,boxscore,SDP,@,LAD,W,6,3,,9-9,2,5.0,Matsui,Feyereisen,Suarez,2:58,D,49432,1.02,+,,SDP,2024
19,2024-04-15,boxscore,SDP,@,MIL,W,7,3,,10-9,2,4.0,Musgrove,Ross,Suarez,2:53,N,18396,.97,++,,SDP,2024
20,2024-04-16,boxscore,SDP,@,MIL,W,6,3,,11-9,2,3.5,Cease,Miley,,2:53,N,20034,1.06,+++,,SDP,2024
21,2024-04-17,boxscore,SDP,@,MIL,L,0,1,,11-10,2,3.0,Uribe,King,Payamps,2:04,D,24521,1.08,-,,SDP,2024
22,2024-04-19,boxscore,SDP,,TOR,L,1,5,,11-11,2,2.5,Francis,Waldron,,2:57,N,44890,1.01,--,,SDP,2024
23,2024-04-20,boxscore,SDP,,TOR,L,2,5,,11-12,2,2.0,BerrÃ­os,VÃ¡squez,Romano,2:36,N,43273,.96,---,,SDP,2024
24,2024-04-21,boxscore,SDP,,TOR,W,6,3,,12-12,2,1.5,Musgrove,Bassitt,Suarez,2:31,D,44527,.84,+,,SDP,2024
25,2024-04-22,boxscore,SDP,@,COL,W,3,1,,13-12,2,1.0,Cease,Mears,Suarez,2:15,N,18515,.98,++,,SDP,2024
26,2024-04-23,boxscore,SDP,@,COL,L,4,7,,13-13,2,1.5,Beeks,King,Lawrence,2:42,N,18822,1.08,-,,SDP,2024
27,2024-04-24,boxscore,SDP,@,COL,W,5,2,,14-13,2,1.5,Waldron,Blach,Suarez,2:18,N,19356,.98,+,,SDP,2024
28,2024-04-25,boxscore,SDP,@,COL,L,9,10,,14-14,2,2.5,Kinley,Peralta,Lawrence,3:06,D,27705,1.01,-,,SDP,2024
29,2024-04-26,boxscore,SDP,,PHI,L,3,9,,14-15,2,3.5,Nola,Musgrove,,2:42,N,40763,.97,--,,SDP,2024
30,2024-04-27,boxscore,SDP,,PHI,L,1,5,,14-16,2,4.5,SuÃ¡rez,Cease,,2:09,N,43018,.90,---,,SDP,2024
31,2024-04-28,boxscore,SDP,,PHI,L,6,8,,14-17,3,4.5,Walker,King,Alvarado,2:36,D,42037,.85,----,,SDP,2024
32,2024-04-29,boxscore,SDP,,CIN,L,2,5,,14-18,3,5.5,Lodolo,Waldron,,2:28,N,39158,.81,-----,,SDP,2024
33,2024-04-30,boxscore,SDP,,CIN,W,6,4,,15-18,3,4.5,Darvish,Martinez,Suarez,2:41,N,36769,.75,+,,SDP,2024
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,SDP,2024
34,2024-05-01,boxscore,SDP,,CIN,W,6,2,,16-18,2,4.5,De Los Santos,Cruz,,2:30,D,32993,.83,++,,SDP,2024
35,2024-05-03,boxscore,SDP,@,ARI,W,7,1,,17-18,2,4.5,Cease,Cecconi,,2:36,N,31976,.89,+++,,SDP,2024
36,2024-05-04,boxscore,SDP,@,ARI,W,13,1,,18-18,2,4.5,King,Pfaadt,,2:50,N,39661,.94,++++,,SDP,2024
37,2024-05-05,boxscore,SDP,@,ARI,L,4,11,,18-19,2,5.5,Nelson,Waldron,,2:39,D,30968,1.02,-,,SDP,2024
38,2024-05-06,boxscore,SDP,@,CHC,W,6,3,,19-19,2,5.5,Darvish,Lovelady,Suarez,3:01,N,35560,.96,+,,SDP,2024
39,2024-05-07,boxscore,SDP,@,CHC,L,2,3,,19-20,2,6.5,Neris,De Los Santos,,2:31,N,38133,.98,-,,SDP,2024
40,2024-05-08,boxscore,SDP,@,CHC,W,3,0,,20-20,2,6.5,Cease,Wesneski,Suarez,2:29,D,30138,.92,+,,SDP,2024
41,2024-05-10,boxscore,SDP,,LAD,W,2,1,,21-20,2,5.5,Suarez,Grove,,2:12,N,43388,1.08,++,,SDP,2024
42,2024-05-11,boxscore,SDP,,LAD,L,0,5,,21-21,2,6.5,Paxton,Waldron,,2:36,N,46701,1.19,-,,SDP,2024
43,2024-05-12,boxscore,SDP,,LAD,W,4,0,,22-21,2,5.5,Darvish,Buehler,,2:35,D,43881,1.09,+,,SDP,2024
44,2024-05-13,boxscore,SDP,,COL,L,4,5,,22-22,2,6.5,Hudson,VÃ¡squez,Beeks,2:44,N,34458,1.02,-,,SDP,2024
45,2024-05-14,boxscore,SDP,,COL,L,3,6,,22-23,2,7.5,Quantrill,Cease,Kinley,2:39,N,40134,.92,--,,SDP,2024
46,2024-05-15,boxscore,SDP,,COL,L,0,8,,22-24,2,7.5,Gomber,King,,2:26,D,33951,.87,---,,SDP,2024
47,2024-05-17,boxscore,SDP,@,ATL,W,3,1,,23-24,2,7.0,Waldron,Fried,Estrada,2:54,N,40186,.86,+,,SDP,2024
48,2024-05-19,boxscore,SDP,@,ATL,W,9,1,,24-24,2,7.5,Darvish,Elder,,2:53,N,39203,.88,++,,SDP,2024
